LIB-MJ105-C8_01_v_LIB-MJ367-C8_04.43_16S_rRNA::k127_71593:76380-77908(+)	FLASV245278.1347;tax=d:Bacteria,p:Acidobacteriota,c:Acidobacteriae,o:Subgroup_2,f:MFD_f_195,g:MFD_g_245278,s:MFD_s_245278;	95.3	1353	58	2	1	1528	1	1347	*	*
LIB-MJ090-H10_04.1_16S_rRNA::k127_56221:2-436(-)	FLASV27113.1338;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Propionibacteriales,f:Nocardioidaceae,g:Nocardioides,s:Nocardioides_ungokensis;	100.0	409	0	0	1	434	1	1338	*	*
LIB-MJ088-B5_04.20_16S_rRNA::k127_96902:1209-1651(+)	FLASV668846.1247;tax=d:Eukaryota,p:Amorphea,c:Obazoa,o:Opisthokonta,f:Nucletmycea,g:Fungi,s:MFD_s_668846;	96.3	430	15	1	1	442	1	1247	*	*
LIB-MJ055-D7_04.12_16S_rRNA::k127_25957:6088-7063(+)	FLASV55013.1380;tax=d:Bacteria,p:Acidobacteriota,c:Blastocatellia,o:Pyrinomonadales,f:Pyrinomonadaceae,g:RB41,s:MFD_s_55013;	98.5	952	14	0	1	975	1	1380	*	*
LIB-MJ091-E11_03.4_16S_rRNA::k127_116949:6153-6561(+)	FLASV639875.1344;tax=d:Bacteria,p:Actinobacteriota,c:Acidimicrobiia,o:MFD_o_12,f:MFD_f_12,g:MFD_g_261,s:MFD_s_639875;	99.0	383	4	0	1	408	1	1344	*	*
LIB-MJ048-A2_04.14_16S_rRNA::k127_10091:144197-145695(+)	FLASV3519.1321;tax=d:Bacteria,p:WPS-2,c:MFD_c_437,o:MFD_o_437,f:MFD_f_437,g:MFD_g_437,s:MFD_s_3519;	100.0	1321	0	0	1	1498	1	1321	*	*
LIB-MJ110-C9_04.26_16S_rRNA::k127_122115:2937-4463(+)	FLASV4681.1351;tax=d:Bacteria,p:Acidobacteriota,c:Acidobacteriae,o:Subgroup_2,f:MFD_f_195,g:MFD_g_4681,s:MFD_s_4681;	99.7	1351	4	0	1	1526	1	1351	*	*
LIB-MJ054-G6_03.2_16S_rRNA::k127_258802:9621-10593(+)	FLASV415578.1312;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Acetobacterales,f:Acetobacteraceae,g:MFD_g_224,s:MFD_s_415578;	97.4	949	25	0	1	972	1	1312	*	*
LIB-MJ054-B6_03.5_16S_rRNA::k127_168922:8-605(-)	FLASV8774.1321;tax=d:Bacteria,p:Chloroflexi,c:KD4-96,o:MFD_o_782,f:MFD_f_782,g:MFD_g_5535,s:MFD_s_8774;	98.8	572	7	0	1	597	1	1321	*	*
LIB-MJ110-B3_04_v_LIB-MJ415-G1_04.14_16S_rRNA::k127_6199:57405-58946(+)	FLASV44027.1365;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:WD260,f:MFD_f_245,g:MFD_g_16870,s:MFD_s_44027;	99.6	1365	6	0	1	1541	1	1365	*	*
LIB-MJ089-B2_02.2_16S_rRNA::k127_81368:281-1837(+)	FLASV354.1378;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Diplorickettsiales,f:Diplorickettsiaceae,g:Rickettsiella,s:MFD_s_354;	98.8	1378	17	0	1	1556	1	1378	*	*
LIB-MJ093-C7_02.1_16S_rRNA::k127_1065:1-500(+)	FLASV786800.1756;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Zymomonas,s:Zymomonas_mobilis;	78.7	436	89	3	1	499	1	1756	*	*
LIB-MJ091-G5_03.5_16S_rRNA::k127_102983:8140-9341(+)	FLASV345494.1350;tax=d:Bacteria,p:Verrucomicrobiota,c:Verrucomicrobiae,o:Chthoniobacterales,f:Terrimicrobiaceae,g:FukuN18_freshwater_group,s:MFD_s_345494;	98.8	1177	14	0	1	1201	1	1350	*	*
LIB-MJ110-B10_04.2_16S_rRNA::k127_128107:120-1643(+)	FLASV278779.1357;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:MFD_g_771,s:MFD_s_278779;	99.0	1357	14	0	1	1523	1	1357	*	*
LIB-MJ050-H7_02.9_16S_rRNA::k127_278034:19481-21011(-)	FLASV11546.1351;tax=d:Bacteria,p:Acidobacteriota,c:Acidobacteriae,o:Subgroup_2,f:MFD_f_195,g:MFD_g_5058,s:MFD_s_11546;	99.3	1355	5	2	1	1530	1	1351	*	*
LIB-MJ051-D8_02.7_16S_rRNA::k127_168077:2957-3354(+)	FLASV745.1351;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Corynebacteriales,f:Mycobacteriaceae,g:Mycobacterium,s:MFD_s_745;	98.9	373	4	0	1	397	1	1351	*	*
LIB-MJ110-G8_04_v_LIB-MJ415-H2_04.1_16S_rRNA::k127_301216:2924-3498(+)	FLASV400889.1371;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Thermoflexales,f:Thermoflexaceae,g:Thermoflexus,s:MFD_s_400889;	99.8	548	1	0	1	574	1	1371	*	*
LIB-MJ105-G3_01_v_LIB-MJ367-G3_04.39_16S_rRNA::k127_182621:1-585(-)	FLASV870086.1360;tax=d:Bacteria,p:Acidobacteriota,c:Acidobacteriae,o:Subgroup_13,f:MFD_f_378425,g:MFD_g_822645,s:MFD_s_870086;	97.7	561	13	0	1	584	1	1360	*	*
LIB-MJ129-G8_02.11_16S_rRNA::k127_148897:1-489(-)	FLASV587062.1354;tax=d:Bacteria,p:Planctomycetota,c:Phycisphaerae,o:MSBL9,f:SG8-4,g:MFD_g_68121,s:MFD_s_587062;	97.6	465	11	0	1	488	1	1354	*	*
LIB-MJ130-F1_01.11_16S_rRNA::k127_86240:12502-13843(+)	FLASV449675.1312;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:MFD_f_947,g:MFD_g_11190,s:MFD_s_449675;	99.0	1312	13	0	1	1341	1	1312	*	*
LIB-MJ131-B11_01_v_LIB-MJ408-F6_04.25_16S_rRNA::k127_140185:0-1007(+)	FLASV589.1355;tax=d:Bacteria,p:Acidobacteriota,c:Acidobacteriae,o:Subgroup_2,f:MFD_f_195,g:MFD_g_195,s:MFD_s_589;	100.0	855	0	0	1	1007	1	1355	*	*
LIB-MJ105-C8_01_v_LIB-MJ367-C8_04.29_16S_rRNA::k127_175396:3705-4147(+)	FLASV789532.1369;tax=d:Bacteria,p:Acidobacteriota,c:Acidobacteriae,o:Subgroup_13,f:MFD_f_378425,g:MFD_g_532552,s:MFD_s_789532;	99.0	420	3	1	1	442	1	1369	*	*
LIB-MJ107-H4_02.32_16S_rRNA::k127_464475:30980-31413(+)	FLASV32015.1340;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Propionibacteriales,f:Propionibacteriaceae,g:Microlunatus,s:MFD_s_32015;	99.5	409	2	0	1	433	1	1340	*	*
LIB-MJ106-H9_01.33_16S_rRNA::k127_240655:10291-11354(-)	FLASV673109.1301;tax=d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Ca_Kaiserbacteria,f:MFD_f_123384,g:MFD_g_387337,s:MFD_s_673109;	97.6	1035	24	1	1	1063	1	1301	*	*
LIB-MJ088-G11_04.3_16S_rRNA::k127_138193:19-478(-)	FLASV1143.1368;tax=d:Bacteria,p:Actinobacteriota,c:Thermoleophilia,o:Gaiellales,f:MFD_f_161,g:MFD_g_827,s:MFD_s_1143;	99.8	435	1	0	1	459	1	1368	*	*
LIB-MJ129-F1_02.5_16S_rRNA::k127_72981:48-1548(-)	FLASV608146.1317;tax=d:Bacteria,p:Chloroflexi,c:Ktedonobacteria,o:C0119,f:MFD_f_32909,g:MFD_g_32909,s:MFD_s_608146;	98.7	1317	17	0	1	1500	1	1317	*	*
LIB-MJ131-C2_01.7_16S_rRNA::k127_69298:4898-6412(+)	FLASV37042.1338;tax=d:Bacteria,p:Actinobacteriota,c:Acidimicrobiia,o:MFD_o_12,f:MFD_f_4701,g:MFD_g_4701,s:MFD_s_37042;	98.5	1338	20	0	1	1514	1	1338	*	*
LIB-MJ105-H8_01.20_16S_rRNA::k127_114458:1887-2298(+)	FLASV94612.1376;tax=d:Bacteria,p:Myxococcota,c:Polyangia,o:Polyangiales,f:Polyangiaceae,g:Pajaroellobacter,s:MFD_s_94612;	100.0	388	0	0	1	411	1	1376	*	*
LIB-MJ055-D7_04.5_16S_rRNA::k127_746787:2609-4126(-)	FLASV1646.1340;tax=d:Bacteria,p:Actinobacteriota,c:Acidimicrobiia,o:MFD_o_12,f:MFD_f_188,g:MFD_g_191,s:MFD_s_1646;	99.1	1340	12	0	1	1517	1	1340	*	*
LIB-MJ131-B5_01.2_16S_rRNA::k127_52037:2-886(+)	FLASV10.1359;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Rhodocyclaceae,g:MFD_g_10,s:MFD_s_10;	100.0	732	0	0	1	884	1	1359	*	*
LIB-MJ054-G6_03.17_16S_rRNA::k127_258486:4645-5440(+)	FLASV39253.1366;tax=d:Bacteria,p:Actinobacteriota,c:Thermoleophilia,o:Solirubrobacterales,f:Solirubrobacteraceae,g:Conexibacter,s:MFD_s_39253;	98.8	771	9	0	1	795	1	1366	*	*
LIB-MJ110-D2_04_v_LIB-MJ415-F1_04.4_16S_rRNA::k127_383018:11260-11669(+)	FLASV773452.1347;tax=d:Bacteria,p:Actinobacteriota,c:Acidimicrobiia,o:Actinomarinales,f:MFD_f_2495,g:MFD_g_3142,s:MFD_s_773452;	99.2	385	3	0	1	409	1	1347	*	*
LIB-MJ129-F11_02.9_16S_rRNA::k127_50214:32299-33812(-)	FLASV334.1333;tax=d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiaceae,g:Clostridium_sensu_stricto_1,s:Clostridium_chromiireducens;	97.8	1334	28	1	1	1513	1	1333	*	*
LIB-MJ105-C8_01_v_LIB-MJ367-C8_04.5_16S_rRNA::k127_387131:10092-10530(+)	FLASV186045.1338;tax=d:Bacteria,p:Acidobacteriota,c:Acidobacteriae,o:Subgroup_2,f:MFD_f_195,g:MFD_g_195,s:MFD_s_186045;	97.1	416	12	0	1	438	1	1338	*	*
LIB-MJ110-B8_04_v_LIB-MJ415-E2_04.11_16S_rRNA::k127_23039:22406-23906(+)	FLASV23551.1322;tax=d:Bacteria,p:Acidobacteriota,c:Acidobacteriae,o:Solibacterales,f:Solibacteraceae,g:Ca_Solibacter,s:MFD_s_23551;	99.8	1322	2	0	1	1500	1	1322	*	*
LIB-MJ106-H9_01.23_16S_rRNA::k127_239941:36343-37849(+)	FLASV854720.1332;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae,g:MFD_g_4684,s:MFD_s_854720;	99.1	1333	8	4	1	1506	1	1332	*	*
LIB-MJ105-D5_01_v_LIB-MJ367-D5_04.7_16S_rRNA::k127_451072:7374-7838(+)	FLASV31775.952;tax=d:Archaea,p:Crenarchaeota,c:Nitrososphaeria,o:Nitrososphaerales,f:Nitrososphaeraceae,g:MFD_g_4907,s:MFD_s_31775;	99.1	451	4	0	1	464	1	952	*	*
LIB-MJ088-B4_04.7_16S_rRNA::k127_38613:1-709(-)	FLASV607952.1366;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Rhodanobacteraceae,g:Rhodanobacter,s:Rhodanobacter_umsongensis;	99.4	685	4	0	1	708	1	1366	*	*
LIB-MJ088-E7_04.20_16S_rRNA::k127_356844:3833-4375(+)	FLASV51831.1342;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Frankiales,f:Frankiaceae,g:Jatrophihabitans,s:MFD_s_51831;	97.9	519	10	1	1	542	1	1342	*	*
LIB-MJ129-F11_02.9_16S_rRNA::k127_66857:3454-4942(-)	FLASV2357.1304;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Beijerinckiaceae,g:Methylovirgula,s:MFD_s_2357;	97.3	1312	27	1	1	1488	1	1304	*	*
LIB-MJ050-C7_02.23_16S_rRNA::k127_307010:37251-38169(+)	FLASV1040751.955;tax=d:Archaea,p:Thermoplasmatota,c:Thermoplasmata,o:MFD_o_391027,f:MFD_f_1040545,g:MFD_g_1040545,s:MFD_s_1040751;	98.0	905	18	0	1	918	1	955	*	*
LIB-MJ106-H9_01.20_16S_rRNA::k127_31624:159059-160537(-)	FLASV229.1301;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Rhodomicrobiaceae,g:Rhodomicrobium,s:MFD_s_229;	99.2	1302	9	1	1	1478	1	1301	*	*
LIB-MJ131-B11_01_v_LIB-MJ408-F6_04.25_16S_rRNA::k127_47359:2-650(-)	FLASV589.1355;tax=d:Bacteria,p:Acidobacteriota,c:Acidobacteriae,o:Subgroup_2,f:MFD_f_195,g:MFD_g_195,s:MFD_s_589;	100.0	625	0	0	1	648	1	1355	*	*
LIB-MJ093-E10_02.5_16S_rRNA::k127_65349:0-756(-)	FLASV45245.1341;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Corynebacteriales,f:Mycobacteriaceae,g:Mycobacterium,s:MFD_s_45245;	99.9	732	1	0	1	756	1	1341	*	*
LIB-MJ129-H7_02.9_16S_rRNA::k127_62917:24735-26198(+)	FLASV1045275.953;tax=d:Archaea,p:Crenarchaeota,c:Nitrososphaeria,o:Nitrososphaerales,f:Nitrososphaeraceae,g:MFD_g_48525,s:MFD_s_1045275;	99.3	953	6	1	1	1463	1	953	*	*
LIB-MJ044-H6_03.10_16S_rRNA::k127_101520:0-962(-)	FLASV903052.1350;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Massilia,s:MFD_s_903052;	99.9	939	1	0	1	962	1	1350	*	*
LIB-MJ130-D6_01.4_16S_rRNA::k127_99992:2-517(-)	FLASV31744.1328;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae,g:MFD_g_31744,s:MFD_s_31744;	99.0	492	5	0	1	515	1	1328	*	*
LIB-MJ105-A6_01_v_LIB-MJ407-D11_04.1_16S_rRNA::k127_32331:186-1692(+)	FLASV1930.1327;tax=d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiaceae,g:Clostridium_sensu_stricto_13,s:Clostridium_bowmanii;	98.8	1330	13	1	1	1506	1	1327	*	*
LIB-MJ091-G5_03.5_16S_rRNA::k127_39462:3809-5319(-)	FLASV31758.1344;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,s:MFD_s_31758;	99.8	1344	3	0	1	1510	1	1344	*	*
LIB-MJ106-D11_01.13_16S_rRNA::k127_41149:1281-1950(-)	FLASV822389.1366;tax=d:Bacteria,p:Actinobacteriota,c:Thermoleophilia,o:Solirubrobacterales,f:67-14,g:MFD_g_53119,s:MFD_s_822389;	98.6	517	7	0	1	669	1	1366	*	*
LIB-MJ132-F11_03.1_16S_rRNA::k127_79648:37519-39049(-)	FLASV12049.1354;tax=d:Bacteria,p:Acidobacteriota,c:Aminicenantia,o:Aminicenantales,f:MFD_f_1112,g:MFD_g_2822,s:MFD_s_12049;	99.1	1354	12	0	1	1530	1	1354	*	*
LIB-MJ105-H8_01.46_16S_rRNA::k127_79396:828-2364(+)	FLASV42682.1359;tax=d:Bacteria,p:Planctomycetota,c:Planctomycetes,o:Planctomycetales,f:Gimesiaceae,g:MFD_g_19960,s:MFD_s_42682;	99.6	1359	6	0	1	1536	1	1359	*	*
LIB-MJ131-H4_01.21_16S_rRNA::k127_169973:6317-6904(+)	FLASV1041877.982;tax=d:Archaea,p:Crenarchaeota,c:Bathyarchaeia,o:MFD_o_1041877,f:MFD_f_1041877,g:MFD_g_1041877,s:MFD_s_1041877;	91.5	587	47	3	1	587	1	982	*	*
LIB-MJ051-G5_02.4_16S_rRNA::k127_173019:2954-4418(-)	FLASV31775.952;tax=d:Archaea,p:Crenarchaeota,c:Nitrososphaeria,o:Nitrososphaerales,f:Nitrososphaeraceae,g:MFD_g_4907,s:MFD_s_31775;	99.6	952	4	0	1	1464	1	952	*	*
LIB-MJ129-F1_02.5_16S_rRNA::k127_48589:1531-1966(+)	FLASV80286.1382;tax=d:Bacteria,p:Verrucomicrobiota,c:Verrucomicrobiae,o:Chthoniobacterales,f:Chthoniobacteraceae,g:Ca_Udaeobacter,s:MFD_s_80286;	99.3	410	3	0	1	435	1	1382	*	*
LIB-MJ089-G9_02.4_16S_rRNA::k127_140276:1-718(-)	FLASV3131.1305;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Xanthobacteraceae,g:MFD_g_392,s:MFD_s_3131;	99.6	693	3	0	1	717	1	1305	*	*
LIB-MJ131-H4_01.15_16S_rRNA::k127_65655:3943-5478(+)	FLASV120779.1357;tax=d:Bacteria,p:Acidobacteriota,c:Aminicenantia,o:Aminicenantales,f:MFD_f_1112,g:MFD_g_120779,s:MFD_s_120779;	99.9	1357	1	0	1	1535	1	1357	*	*
LIB-MJ109-F5_01.18_16S_rRNA::k127_179002:2495-4008(+)	FLASV3427.1337;tax=d:Bacteria,p:Acidobacteriota,c:Acidobacteriae,o:Acidobacteriales,f:MFD_f_299,g:MFD_g_3427,s:MFD_s_3427;	99.8	1337	3	0	1	1513	1	1337	*	*
LIB-MJ088-E3_04.2_16S_rRNA::k127_135804:6-694(+)	FLASV803411.1364;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacterales,f:Erwiniaceae,g:Erwinia,s:Erwinia_toletana;	99.3	537	4	0	1	688	1	1364	*	*
LIB-MJ132-F4_03.9_16S_rRNA::k127_136395:23404-24936(+)	FLASV5227.1358;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,s:MFD_s_5227;	99.2	1358	11	0	1	1532	1	1358	*	*
LIB-MJ093-A5_02.13_16S_rRNA::k127_19350:1-455(-)	FLASV56218.1390;tax=d:Bacteria,p:Verrucomicrobiota,c:Verrucomicrobiae,o:Pedosphaerales,f:Pedosphaeraceae,g:MFD_g_2496,s:MFD_s_56218;	98.4	429	7	0	1	454	1	1390	*	*
LIB-MJ133-C1_03.7_16S_rRNA::k127_103707:282-1825(+)	FLASV186.1368;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Stenotrophomonas,s:MFD_s_186;	100.0	1368	0	0	1	1543	1	1368	*	*
LIB-MJ054-F6_03.5_16S_rRNA::k127_31213:765-2272(-)	FLASV799489.1340;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,s:MFD_s_799489;	92.9	1346	76	3	1	1507	1	1340	*	*
LIB-MJ091-A10_03.41_16S_rRNA::k127_62820:21893-23431(+)	FLASV74978.1362;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Nitrosococcales,f:Nitrosococcaceae,g:AqS1,s:MFD_s_74978;	99.2	1362	11	0	1	1538	1	1362	*	*
LIB-MJ129-F6_02.2_16S_rRNA::k127_95462:18690-19087(+)	FLASV2700.1340;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Corynebacteriales,f:Mycobacteriaceae,g:Mycobacterium,s:Mycobacterium_triplex;	100.0	373	0	0	1	397	1	1340	*	*
LIB-MJ089-A11_02.12_16S_rRNA::k127_162577:10-1520(-)	FLASV112562.1344;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,s:MFD_s_112562;	98.8	1344	16	0	1	1510	1	1344	*	*
LIB-MJ134-E11_03.18_16S_rRNA::k127_210320:8707-10237(+)	FLASV195.1355;tax=d:Bacteria,p:Acidobacteriota,c:Acidobacteriae,o:Subgroup_2,f:MFD_f_195,g:MFD_g_195,s:MFD_s_195;	100.0	1355	0	0	1	1530	1	1355	*	*
LIB-MJ044-H6_03.9_16S_rRNA::k127_22717:0-648(-)	FLASV805922.1345;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Micrococcaceae,g:Glutamicibacter,s:MFD_s_805922;	90.7	627	53	2	1	648	1	1345	*	*
LIB-MJ054-A1_03.11_16S_rRNA::k127_23499:2853-3282(+)	FLASV252758.1361;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:MFD_o_50,f:MFD_f_604,g:MFD_g_3995,s:MFD_s_252758;	100.0	406	0	0	1	429	1	1361	*	*
LIB-MJ105-C8_01_v_LIB-MJ367-C8_04.13_16S_rRNA::k127_11296:9-1470(+)	FLASV1044335.956;tax=d:Archaea,p:Thermoplasmatota,c:Thermoplasmata,o:MFD_o_391027,f:MFD_f_1040545,g:MFD_g_1040545,s:MFD_s_1044335;	99.4	957	4	2	1	1461	1	956	*	*
LIB-MJ131-E7_01.15_16S_rRNA::k127_218991:7319-7963(+)	FLASV1272.1357;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Steroidobacterales,f:Steroidobacteraceae,g:MFD_g_561,s:MFD_s_1272;	96.5	621	22	0	1	644	1	1357	*	*
LIB-MJ138-C8_03.5_16S_rRNA::k127_99159:108621-110180(+)	FLASV49313.1384;tax=d:Bacteria,p:Zixibacteria,c:MFD_c_639,o:MFD_o_2745,f:MFD_f_49313,g:MFD_g_49313,s:MFD_s_49313;	94.9	1384	68	2	1	1559	1	1384	*	*
LIB-MJ130-F9_01.4_16S_rRNA::k127_67588:2129-3282(-)	FLASV974247.1343;tax=d:Bacteria,p:Actinobacteriota,c:Acidimicrobiia,o:Microtrichales,f:Ilumatobacteraceae,g:MFD_g_974247,s:MFD_s_974247;	89.7	1010	89	5	1	1153	1	1343	*	*
LIB-MJ131-C2_01.14_16S_rRNA::k127_63499:550-2072(+)	FLASV210250.1356;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Bacteroidales,f:Bacteroidetes_vadinHA17,g:MFD_g_2192,s:MFD_s_210250;	99.0	1356	12	1	1	1522	1	1356	*	*
LIB-MJ131-D9_01.14_16S_rRNA::k127_251506:2766-4289(-)	FLASV251.1347;tax=d:Bacteria,p:Verrucomicrobiota,c:Verrucomicrobiae,o:Chthoniobacterales,f:Xiphinematobacteraceae,g:Ca_Xiphinematobacter,s:MFD_s_251;	99.7	1347	4	0	1	1523	1	1347	*	*
